0	:invoke	:broadcast	0
0	:ok	:broadcast	0
0	:invoke	:broadcast	1
0	:ok	:broadcast	1
0	:invoke	:read	nil
0	:ok	:read	[0 1]
0	:invoke	:read	nil
0	:ok	:read	[0 1]
0	:invoke	:read	nil
0	:ok	:read	[0 1]
0	:invoke	:broadcast	2
0	:ok	:broadcast	2
0	:invoke	:read	nil
0	:ok	:read	[2 0 1]
0	:invoke	:read	nil
0	:ok	:read	[2 0 1]
0	:invoke	:read	nil
0	:ok	:read	[2 0 1]
0	:invoke	:broadcast	3
0	:ok	:broadcast	3
0	:invoke	:read	nil
0	:ok	:read	[3 2 1 0]
0	:invoke	:broadcast	4
0	:ok	:broadcast	4
0	:invoke	:broadcast	5
0	:ok	:broadcast	5
0	:invoke	:read	nil
0	:ok	:read	[3 2 1 5 0 4]
0	:invoke	:read	nil
0	:ok	:read	[3 2 1 5 0 4]
0	:invoke	:broadcast	6
0	:ok	:broadcast	6
0	:invoke	:read	nil
0	:ok	:read	[3 2 1 5 6 0 4]
0	:invoke	:broadcast	7
0	:ok	:broadcast	7
0	:invoke	:read	nil
0	:ok	:read	[5 0 4 3 2 1 6 7]
0	:invoke	:broadcast	8
0	:ok	:broadcast	8
0	:invoke	:broadcast	9
0	:ok	:broadcast	9
0	:invoke	:broadcast	10
0	:ok	:broadcast	10
0	:invoke	:read	nil
0	:ok	:read	[10 9 5 8 0 4 3 2 1 6 7]
0	:invoke	:broadcast	11
0	:ok	:broadcast	11
0	:invoke	:broadcast	12
0	:ok	:broadcast	12
0	:invoke	:broadcast	13
0	:ok	:broadcast	13
0	:invoke	:read	nil
0	:ok	:read	[10 13 9 5 11 8 0 4 12 3 2 1 6 7]
0	:invoke	:broadcast	14
0	:ok	:broadcast	14
0	:invoke	:read	nil
0	:ok	:read	[5 11 8 0 14 1 10 13 9 12 4 3 2 6 7]
0	:invoke	:read	nil
0	:ok	:read	[5 11 8 0 14 1 10 13 9 12 4 3 2 6 7]
0	:invoke	:broadcast	15
0	:ok	:broadcast	15
0	:invoke	:broadcast	16
0	:ok	:broadcast	16
0	:invoke	:broadcast	17
0	:ok	:broadcast	17
0	:invoke	:read	nil
0	:ok	:read	[5 11 8 0 15 14 17 1 10 13 9 12 4 3 2 6 16 7]
0	:invoke	:broadcast	18
0	:ok	:broadcast	18
0	:invoke	:read	nil
0	:ok	:read	[5 11 8 0 15 14 17 1 10 13 9 12 18 4 3 2 6 16 7]
0	:invoke	:read	nil
0	:ok	:read	[5 11 8 0 15 14 17 1 10 13 9 12 18 4 3 2 6 16 7]
0	:invoke	:broadcast	19
0	:ok	:broadcast	19
0	:invoke	:read	nil
0	:ok	:read	[19 5 11 8 0 15 14 17 1 10 13 9 12 18 4 3 2 6 16 7]
0	:invoke	:read	nil
0	:ok	:read	[19 5 11 8 0 15 14 17 1 10 13 9 12 18 4 3 2 6 16 7]
0	:invoke	:read	nil
0	:ok	:read	[19 5 11 8 0 15 14 17 1 10 13 9 12 18 4 3 2 6 16 7]
0	:invoke	:read	nil
0	:ok	:read	[19 5 11 8 0 15 14 17 1 10 13 9 12 18 4 3 2 6 16 7]
0	:invoke	:broadcast	20
0	:ok	:broadcast	20
0	:invoke	:broadcast	21
0	:ok	:broadcast	21
0	:invoke	:broadcast	22
0	:ok	:broadcast	22
0	:invoke	:read	nil
0	:ok	:read	[19 5 11 8 0 15 14 17 20 1 21 10 13 9 12 18 4 3 2 6 22 16 7]
0	:invoke	:broadcast	23
0	:ok	:broadcast	23
0	:invoke	:broadcast	24
0	:ok	:broadcast	24
0	:invoke	:read	nil
0	:ok	:read	[19 24 5 11 8 0 15 14 17 20 1 21 10 13 9 12 18 4 3 2 6 22 23 16 7]
0	:invoke	:read	nil
0	:ok	:read	[19 24 5 11 8 0 15 14 17 20 1 21 10 13 9 12 18 4 3 2 6 22 23 16 7]
0	:invoke	:read	nil
0	:ok	:read	[19 24 5 11 8 0 15 14 17 20 1 21 10 13 9 12 18 4 3 2 6 22 23 16 7]
0	:invoke	:broadcast	25
0	:ok	:broadcast	25
0	:invoke	:read	nil
0	:ok	:read	[19 24 5 11 8 0 15 14 17 20 1 21 25 10 13 9 12 18 4 3 2 6 22 23 16 7]
0	:invoke	:broadcast	26
0	:ok	:broadcast	26
0	:invoke	:broadcast	27
0	:ok	:broadcast	27
0	:invoke	:read	nil
0	:ok	:read	[19 24 5 11 8 0 15 14 17 20 1 21 25 26 10 13 27 9 12 18 4 3 2 6 22 23 16 7]
0	:invoke	:read	nil
0	:ok	:read	[19 24 5 11 8 0 15 14 17 20 1 21 25 26 10 13 27 9 12 18 4 3 2 6 22 23 16 7]
0	:invoke	:broadcast	28
0	:ok	:broadcast	28
0	:invoke	:read	nil
0	:ok	:read	[19 24 5 11 8 17 15 25 1 12 18 4 22 2 23 16 0 20 14 26 21 28 10 13 27 9 3 6 7]
0	:invoke	:broadcast	29
0	:ok	:broadcast	29
0	:invoke	:read	nil
0	:ok	:read	[19 24 5 11 8 17 15 29 25 1 12 18 4 22 2 23 16 0 20 14 26 21 28 10 13 27 9 3 6 7]
0	:invoke	:read	nil
0	:ok	:read	[19 24 5 11 8 17 15 29 25 1 12 18 4 22 2 23 16 0 20 14 26 21 28 10 13 27 9 3 6 7]
0	:invoke	:broadcast	30
0	:ok	:broadcast	30
0	:invoke	:broadcast	31
0	:ok	:broadcast	31
0	:invoke	:read	nil
0	:ok	:read	[19 24 5 11 8 17 15 29 25 1 12 18 4 22 2 23 16 31 0 20 14 26 21 28 10 13 27 9 30 3 6 7]
0	:invoke	:broadcast	32
0	:ok	:broadcast	32
0	:invoke	:read	nil
0	:ok	:read	[19 24 5 11 8 17 15 29 25 1 12 18 4 22 2 23 16 31 0 20 14 26 21 28 10 13 27 9 32 30 3 6 7]
0	:invoke	:read	nil
0	:ok	:read	[19 24 5 11 8 17 15 29 25 1 12 18 4 22 2 23 16 31 0 20 14 26 21 28 10 13 27 9 32 30 3 6 7]
0	:invoke	:read	nil
0	:ok	:read	[19 24 5 11 8 17 15 29 25 1 12 18 4 22 2 23 16 31 0 20 14 26 21 28 10 13 27 9 32 30 3 6 7]
0	:invoke	:read	nil
0	:ok	:read	[19 24 5 11 8 17 15 29 25 1 12 18 4 22 2 23 16 31 0 20 14 26 21 28 10 13 27 9 32 30 3 6 7]
0	:invoke	:broadcast	33
0	:ok	:broadcast	33
0	:invoke	:broadcast	34
0	:ok	:broadcast	34
0	:invoke	:read	nil
0	:ok	:read	[19 24 5 11 8 17 15 29 25 1 12 18 4 22 2 23 33 16 31 0 20 14 26 21 28 34 10 13 27 9 32 30 3 6 7]
0	:invoke	:read	nil
0	:ok	:read	[19 24 5 11 8 17 15 29 25 1 12 18 4 22 2 23 33 16 31 0 20 14 26 21 28 34 10 13 27 9 32 30 3 6 7]
0	:invoke	:broadcast	35
0	:ok	:broadcast	35
0	:invoke	:broadcast	36
0	:ok	:broadcast	36
0	:invoke	:broadcast	37
0	:ok	:broadcast	37
0	:invoke	:broadcast	38
0	:ok	:broadcast	38
0	:invoke	:broadcast	39
0	:ok	:broadcast	39
0	:invoke	:read	nil
0	:ok	:read	[19 24 5 11 8 17 15 29 25 36 1 37 12 18 4 22 2 23 33 16 31 35 0 20 14 26 21 28 34 10 13 27 9 32 39 30 3 6 38 7]
0	:invoke	:broadcast	40
0	:ok	:broadcast	40
0	:invoke	:broadcast	41
0	:ok	:broadcast	41
0	:invoke	:broadcast	42
0	:ok	:broadcast	42
0	:invoke	:read	nil
0	:ok	:read	[42 19 24 5 11 8 17 15 29 25 36 1 37 40 12 18 4 41 22 2 23 33 16 31 35 0 20 14 26 21 28 34 10 13 27 9 32 39 30 3 6 38 7]
0	:invoke	:broadcast	43
0	:ok	:broadcast	43
0	:invoke	:broadcast	44
0	:ok	:broadcast	44
0	:invoke	:read	nil
0	:ok	:read	[42 19 24 5 11 8 17 15 29 25 36 1 37 43 40 12 18 4 41 22 2 23 33 16 31 35 0 20 14 26 21 28 34 44 10 13 27 9 32 39 30 3 6 38 7]
0	:invoke	:broadcast	45
0	:ok	:broadcast	45
0	:invoke	:broadcast	46
0	:ok	:broadcast	46
0	:invoke	:read	nil
0	:ok	:read	[42 19 24 5 11 8 17 15 29 25 36 1 37 43 40 12 18 4 41 22 2 23 33 16 31 35 0 20 14 26 21 28 34 44 45 10 13 27 9 32 39 46 30 3 6 38 7]
0	:invoke	:read	nil
0	:ok	:read	[42 19 24 5 11 8 17 15 29 25 36 1 37 43 40 12 18 4 41 22 2 23 33 16 31 35 0 20 14 26 21 28 34 44 45 10 13 27 9 32 39 46 30 3 6 38 7]
0	:invoke	:broadcast	47
0	:ok	:broadcast	47
0	:invoke	:read	nil
