0	:invoke	:broadcast	0
0	:ok	:broadcast	0
1	:invoke	:broadcast	1
1	:ok	:broadcast	1
2	:invoke	:broadcast	2
2	:ok	:broadcast	2
3	:invoke	:read	nil
3	:ok	:read	[0]
4	:invoke	:read	nil
4	:ok	:read	[1]
0	:invoke	:broadcast	3
0	:ok	:broadcast	3
0	:invoke	:read	nil
0	:ok	:read	[3 0 1]
1	:invoke	:broadcast	4
1	:ok	:broadcast	4
2	:invoke	:broadcast	5
2	:ok	:broadcast	5
3	:invoke	:broadcast	6
3	:ok	:broadcast	6
4	:invoke	:read	nil
4	:ok	:read	[4 1 3 2 0]
0	:invoke	:broadcast	7
0	:ok	:broadcast	7
0	:invoke	:read	nil
0	:ok	:read	[6 0 1 7 2 3 4]
1	:invoke	:broadcast	8
1	:ok	:broadcast	8
2	:invoke	:broadcast	9
2	:ok	:broadcast	9
3	:invoke	:read	nil
3	:ok	:read	[2 3 1 0 4 6 7]
4	:invoke	:read	nil
4	:ok	:read	[7 6 5 2 4 1 3 8 0]
0	:invoke	:read	nil
0	:ok	:read	[6 0 5 1 7 2 3 8 4]
0	:invoke	:broadcast	10
0	:ok	:broadcast	10
1	:invoke	:broadcast	11
1	:ok	:broadcast	11
2	:invoke	:read	nil
2	:ok	:read	[3 8 7 2 6 1 0 4 9 5 11]
3	:invoke	:broadcast	12
3	:ok	:broadcast	12
4	:invoke	:read	nil
4	:ok	:read	[11 2 8 6 9 5 4 1 7 3 0]
0	:invoke	:read	nil
0	:ok	:read	[6 5 9 8 2 4 0 12 1 7 3 10 11]
0	:invoke	:read	nil
0	:ok	:read	[6 5 9 8 2 4 0 12 1 7 3 10 11]
1	:invoke	:broadcast	13
1	:ok	:broadcast	13
2	:invoke	:read	nil
2	:ok	:read	[10 9 3 8 7 2 6 1 0 4 5 11]
3	:invoke	:broadcast	14
3	:ok	:broadcast	14
4	:invoke	:broadcast	15
4	:ok	:broadcast	15
0	:invoke	:read	nil
0	:ok	:read	[6 5 9 8 2 13 4 0 12 1 7 3 10 11 14]
0	:invoke	:read	nil
0	:ok	:read	[6 5 9 15 8 2 13 4 0 12 1 7 3 10 11 14]
1	:invoke	:broadcast	16
1	:ok	:broadcast	16
2	:invoke	:read	nil
2	:ok	:read	[12 15 10 9 3 8 7 2 6 1 0 4 5 13 11]
3	:invoke	:broadcast	17
3	:ok	:broadcast	17
4	:invoke	:broadcast	18
4	:ok	:broadcast	18
0	:invoke	:broadcast	19
0	:ok	:broadcast	19
0	:invoke	:read	nil
0	:ok	:read	[6 5 9 15 8 2 13 4 17 0 12 1 16 19 7 3 10 11 14]
1	:invoke	:broadcast	20
1	:ok	:broadcast	20
2	:invoke	:broadcast	21
2	:ok	:broadcast	21
3	:invoke	:broadcast	22
3	:ok	:broadcast	22
4	:invoke	:read	nil
4	:ok	:read	[12 8 16 5 4 17 7 3 11 0 2 14 20 19 6 9 15 18 13 22 10 1]
0	:invoke	:broadcast	23
0	:ok	:broadcast	23
0	:invoke	:read	nil
0	:ok	:read	[9 15 2 13 4 22 17 12 1 7 20 11 10 14 6 5 23 8 18 0 16 19 3]
1	:invoke	:broadcast	24
1	:ok	:broadcast	24
2	:invoke	:broadcast	25
2	:ok	:broadcast	25
3	:invoke	:read	nil
3	:ok	:read	[14 8 1 16 17 3 20 0 4 7 12 15 2 19 5 10 18 6 22 23 11 9 13]
4	:invoke	:read	nil
4	:ok	:read	[12 8 16 5 4 17 7 3 11 0 21 2 14 20 23 19 6 9 15 18 13 22 10 1]
0	:invoke	:read	nil
0	:ok	:read	[9 15 2 13 4 22 17 12 21 1 7 20 11 10 14 6 5 23 8 18 0 16 19 3]
0	:invoke	:broadcast	26
0	:ok	:broadcast	26
1	:invoke	:read	nil
1	:ok	:read	[6 14 7 10 15 11 1 8 9 26 12 2 22 3 13 5 16 20 21 24 19 23 0 18 4 17]
2	:invoke	:read	nil
2	:ok	:read	[11 15 26 25 3 19 23 2 16 1 17 21 10 18 9 22 14 24 8 7 6 0 4 20 5 12 13]
3	:invoke	:broadcast	27
3	:ok	:broadcast	27
4	:invoke	:read	nil
4	:ok	:read	[12 8 16 5 4 17 7 3 11 0 21 26 2 14 20 23 19 6 9 25 15 18 13 22 10 1 24]
0	:invoke	:broadcast	28
0	:ok	:broadcast	28
0	:invoke	:read	nil
0	:ok	:read	[28 9 15 2 13 4 22 17 12 21 1 25 7 20 11 10 24 14 6 5 23 8 26 18 0 16 19 3]
1	:invoke	:broadcast	29
1	:ok	:broadcast	29
2	:invoke	:broadcast	30
2	:ok	:broadcast	30
3	:invoke	:read	nil
3	:ok	:read	[14 24 8 1 16 17 3 20 27 0 4 26 7 21 25 28 12 15 2 19 5 10 18 6 22 23 11 9 13]
4	:invoke	:broadcast	31
4	:ok	:broadcast	31
0	:invoke	:broadcast	32
0	:ok	:broadcast	32
0	:invoke	:read	nil
0	:ok	:read	[28 9 15 32 2 13 4 22 17 12 21 1 25 29 7 20 11 10 24 14 6 5 23 8 27 26 18 0 16 19 3]
1	:invoke	:read	nil
1	:ok	:read	[6 14 7 27 10 15 11 1 8 30 9 26 12 2 22 3 13 29 5 28 16 20 21 24 25 19 23 0 18 4 17]
2	:invoke	:broadcast	33
2	:ok	:broadcast	33
3	:invoke	:read	nil
3	:ok	:read	[14 24 8 1 16 17 29 3 20 27 0 4 26 7 21 25 28 12 15 2 19 5 10 18 6 22 23 32 11 9 13 31]
4	:invoke	:broadcast	34
0	:invoke	:broadcast	35
4	:ok	:broadcast	34
0	:ok	:broadcast	35
0	:invoke	:broadcast	36
0	:ok	:broadcast	36
1	:invoke	:read	nil
1	:ok	:read	[6 14 7 27 10 31 15 11 1 8 30 9 26 12 34 33 2 22 3 13 29 5 28 32 16 20 21 24 25 19 23 0 18 4 17 35 36]
2	:invoke	:broadcast	37
2	:ok	:broadcast	37
3	:invoke	:broadcast	38
3	:ok	:broadcast	38
4	:invoke	:read	nil
4	:ok	:read	[12 8 16 27 31 5 36 33 4 17 7 3 11 0 21 26 28 2 14 20 23 35 19 6 9 32 34 25 15 18 13 22 10 1 24 29 30]
0	:invoke	:read	nil
0	:ok	:read	[28 30 9 15 32 2 35 13 4 22 17 12 21 1 25 29 7 20 11 10 36 24 31 14 6 5 23 8 27 26 33 18 0 16 19 3 34]
0	:invoke	:read	nil
0	:ok	:read	[28 30 9 15 32 2 35 13 4 22 17 12 21 1 25 29 7 20 11 10 36 24 31 14 6 5 23 8 27 26 33 18 0 16 19 38 3 34]
1	:invoke	:broadcast	39
1	:ok	:broadcast	39
2	:invoke	:broadcast	40
2	:ok	:broadcast	40
3	:invoke	:read	nil
3	:ok	:read	[14 24 8 1 16 17 29 3 20 27 0 4 26 7 21 25 28 12 15 30 2 19 5 10 18 38 33 6 22 23 32 36 11 9 35 34 13 31]
4	:invoke	:read	nil
4	:ok	:read	[12 8 16 27 38 31 5 36 33 37 4 17 7 3 11 0 21 26 28 2 14 20 23 39 35 19 6 9 32 34 25 15 18 13 22 10 1 24 29 30]
0	:invoke	:broadcast	41
0	:ok	:broadcast	41
0	:invoke	:read	nil
0	:ok	:read	[28 30 9 15 32 2 35 13 4 22 17 12 21 1 25 29 7 20 11 10 36 24 31 14 6 5 23 8 39 27 26 41 33 40 18 0 16 19 38 3 34 37]
1	:invoke	:read	nil
1	:ok	:read	[6 14 7 40 27 10 31 15 11 1 8 30 9 26 12 34 33 2 22 3 13 29 5 28 32 16 20 21 24 37 38 25 39 41 19 23 0 18 4 17 35 36]
2	:invoke	:broadcast	42
2	:ok	:broadcast	42
3	:invoke	:read	nil
3	:ok	:read	[41 8 1 17 29 20 26 7 21 25 28 30 33 19 5 18 6 23 36 35 34 13 14 24 16 37 3 27 0 4 40 39 12 15 2 10 38 22 32 11 9 31]
4	:invoke	:read	nil
4	:ok	:read	[12 27 16 38 36 33 37 4 17 7 3 0 26 14 39 19 6 9 34 41 25 15 18 13 22 10 24 40 8 31 5 21 11 28 2 23 20 35 32 29 1 30]
0	:invoke	:read	nil
0	:ok	:read	[28 30 9 15 32 2 35 13 4 22 17 12 21 1 25 29 7 20 11 10 36 24 31 14 6 5 23 8 39 27 26 41 33 40 18 0 16 19 38 3 34 37]
0	:invoke	:broadcast	43
0	:ok	:broadcast	43
1	:invoke	:read	nil
1	:ok	:read	[6 14 7 40 27 42 10 31 15 11 1 8 30 9 26 12 34 33 2 22 3 13 29 5 28 32 16 20 21 24 37 38 25 39 41 19 23 0 18 4 17 35 36]
2	:invoke	:broadcast	44
2	:ok	:broadcast	44
3	:invoke	:read	nil
4	:invoke	:read	nil
0	:invoke	:broadcast	45
